"";"iid";"gender.x";"order.x";"pid";"int_corr.x";"samerace.x";"age_o.x";"age.x";"field.x";"race.x";"from.x";"career.x";"sports.x";"tvsports.x";"exercise.x";"dining.x";"museums.x";"art.x";"hiking.x";"gaming.x";"clubbing.x";"reading.x";"tv.x";"theater.x";"movies.x";"concerts.x";"music.x";"shopping.x";"yoga.x";"attr.x";"sinc.x";"intel.x";"fun.x";"amb.x";"shar.x";"like.x";"prob.x";"match_es.x";"attr3_s.x";"sinc3_s.x";"intel3_s.x";"fun3_s.x";"amb3_s.x";"dec.x";"gender.y";"order.y";"int_corr.y";"samerace.y";"age_o.y";"age.y";"field.y";"race.y";"from.y";"career.y";"sports.y";"tvsports.y";"exercise.y";"dining.y";"museums.y";"art.y";"hiking.y";"gaming.y";"clubbing.y";"reading.y";"tv.y";"theater.y";"movies.y";"concerts.y";"music.y";"shopping.y";"yoga.y";"attr.y";"sinc.y";"intel.y";"fun.y";"amb.y";"shar.y";"like.y";"prob.y";"match_es.y";"attr3_s.y";"sinc3_s.y";"intel3_s.y";"fun3_s.y";"amb3_s.y";"dec.y";"match"
"16";2;0;2;16;0,73;1;25;24;"law";2;"Alabama";"law";3;2;7;10;8;6;3;5;8;10;1;9;8;7;8;3;1;8;7;8;3;6;2;6;5;3;NA;NA;NA;NA;NA;"no";1;2;0,73;1;24;25;"Business";2;"Milan - Italy";"research/financial industry";7;2;6;7;7;7;5;5;5;8;3;7;8;7;8;6;1;7;8;7;5;7;7;7;5;3;NA;NA;NA;NA;NA;"yes";"no"
"17";2;0;7;17;0,6;1;30;24;"law";2;"Alabama";"law";3;2;7;10;8;6;3;5;8;10;1;9;8;7;8;3;1;7;5;9;6;7;9;8;7;3;NA;NA;NA;NA;NA;"yes";1;7;0,6;1;24;30;"political science";2;"Georgia, USA";"academics or journalism";8;2;9;7;7;5;4;2;6;4;2;7;9;7;7;2;2;5;3;4;3;5;3;4;3;1;NA;NA;NA;NA;NA;"no";"no"
"18";2;0;8;18;0,07;1;27;24;"law";2;"Alabama";"law";3;2;7;10;8;6;3;5;8;10;1;9;8;7;8;3;1;5;8;7;5;9;5;5;6;3;NA;NA;NA;NA;NA;"no";1;8;0,07;1;24;27;"Business";2;"New York";"Financial Services";5;5;5;9;4;3;4;4;2;6;9;3;9;3;6;2;1;7;7;7;7;7;5;7;6;2;NA;NA;NA;NA;NA;"yes";"no"
"19";2;0;4;19;0,11;1;28;24;"law";2;"Alabama";"law";3;2;7;10;8;6;3;5;8;10;1;9;8;7;8;3;1;7;6;8;9;4;5;5;6;3;NA;NA;NA;NA;NA;"yes";1;4;0,11;1;24;28;"money";2;"california";"ceo";10;10;10;10;5;5;6;7;9;8;1;1;7;7;7;7;10;8;6;9;9;8;7;8;8;NA;NA;NA;NA;NA;NA;"yes";"yes"
"20";2;0;5;20;0,39;1;24;24;"law";2;"Alabama";"law";3;2;7;10;8;6;3;5;8;10;1;9;8;7;8;3;1;6;7;8;7;9;8;8;7;3;NA;NA;NA;NA;NA;"yes";1;5;0,39;1;24;24;"Finance";2;"Washington DC";"CEO";10;10;10;10;9;9;4;10;10;8;3;8;8;6;6;5;10;6;5;7;7;9;7;6;9;1;NA;NA;NA;NA;NA;"no";"no"
"21";3;0;6;11;-0,24;1;27;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;7;9;10;7;8;9;8;7;NA;NA;NA;NA;NA;NA;"no";1;6;-0,24;1;25;27;"Finance";2;"Argentina";"Academia, Research, Banking, Life";8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;7;8;6;5;8;4;5;2;0;NA;NA;NA;NA;NA;"no";"no"
"22";3;0;5;12;-0,14;1;22;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;9;7;9;8;9;7;8;7;NA;NA;NA;NA;NA;NA;"no";1;5;-0,14;1;25;22;"Law";2;"England";"Corporate Lawyer";9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;6;7;10;6;6;5;7;3;3;NA;NA;NA;NA;NA;"no";"no"
"23";3;0;2;13;0,09;0;22;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;7;9;9;7;9;7;8;7;NA;NA;NA;NA;NA;NA;"no";1;2;0,09;0;25;22;"Law";4;"Southern California";"Lawyer";7;8;2;9;5;6;4;7;7;6;8;10;8;9;9;8;1;10;10;10;10;10;10;10;10;NA;NA;NA;NA;NA;NA;"yes";"no"
"24";3;0;7;14;-0,04;1;23;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;9;7;9;7;9;7;8;7;NA;NA;NA;NA;NA;NA;"no";1;7;-0,04;1;25;23;"Law";2;"Cincinnati, Ohio";"Corporate attorney";10;6;8;8;3;3;10;8;8;6;7;3;10;6;8;6;1;7;9;8;8;8;8;7;7;NA;NA;NA;NA;NA;NA;"yes";"no"
"25";3;0;9;15;-0,14;0;24;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;9;10;10;10;10;10;9;NA;NA;NA;NA;NA;NA;NA;"no";1;9;-0,14;0;25;24;"Law";3;"Miami";"Lawyer";9;7;9;7;4;3;6;7;9;8;6;9;9;6;7;2;1;6;10;8;6;NA;NA;6;1;NA;NA;NA;NA;NA;NA;"yes";"no"
"26";3;0;8;16;-0,3;1;25;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;8;10;10;7;9;9;8;NA;NA;NA;NA;NA;NA;NA;"no";1;8;-0,3;1;25;25;"Business";2;"Milan - Italy";"research/financial industry";7;2;6;7;7;7;5;5;5;8;3;7;8;7;8;6;1;7;6;6;6;6;6;6;7;3;NA;NA;NA;NA;NA;"yes";"no"
"27";3;0;3;17;-0,26;1;30;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;8;9;10;7;7;9;8;7;NA;NA;NA;NA;NA;NA;"no";1;3;-0,26;1;25;30;"political science";2;"Georgia, USA";"academics or journalism";8;2;9;7;7;5;4;2;6;4;2;7;9;7;7;2;2;6;3;5;4;5;4;2;2;1;NA;NA;NA;NA;NA;"no";"no"
"28";3;0;4;18;0,29;1;27;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;7;9;9;8;9;7;8;7;NA;NA;NA;NA;NA;NA;"no";1;4;0,29;1;25;27;"Business";2;"New York";"Financial Services";5;5;5;9;4;3;4;4;2;6;9;3;9;3;6;2;1;4;5;6;4;6;4;5;1;2;NA;NA;NA;NA;NA;"no";"no"
"29";3;0;10;19;-0,15;1;28;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;9;9;9;9;9;9;9;7;NA;NA;NA;NA;NA;NA;"no";1;10;-0,15;1;25;28;"money";2;"california";"ceo";10;10;10;10;5;5;6;7;9;8;1;1;7;7;7;7;10;7;7;6;8;7;7;7;7;NA;NA;NA;NA;NA;NA;"yes";"no"
"30";3;0;1;20;-0,47;1;24;25;"Economics";2;"Connecticut";"Economist";3;8;7;8;5;5;8;4;5;7;8;7;7;7;5;8;7;8;7;9;7;9;7;8;7;NA;NA;NA;NA;NA;NA;"no";1;1;-0,47;1;25;24;"Finance";2;"Washington DC";"CEO";10;10;10;10;9;9;4;10;10;8;3;8;8;6;6;5;10;5;6;8;5;8;6;5;5;1;NA;NA;NA;NA;NA;"no";"no"
"31";4;0;3;11;-0,18;1;27;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;4;10;8;5;8;7;6;7;2;NA;NA;NA;NA;NA;"no";1;3;-0,18;1;23;27;"Finance";2;"Argentina";"Academia, Research, Banking, Life";8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;6;7;8;7;7;5;6;3;0;NA;NA;NA;NA;NA;"no";"no"
"32";4;0;2;12;-0,18;1;22;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;8;7;8;10;7;8;8;1;2;NA;NA;NA;NA;NA;"no";1;2;-0,18;1;23;22;"Law";2;"England";"Corporate Lawyer";9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;6;5;10;6;6;5;6;3;3;NA;NA;NA;NA;NA;"no";"no"
"33";4;0;9;13;0,05;0;22;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;4;7;8;8;6;7;4;1;2;NA;NA;NA;NA;NA;"no";1;9;0,05;0;23;22;"Law";4;"Southern California";"Lawyer";7;8;2;9;5;6;4;7;7;6;8;10;8;9;9;8;1;10;10;10;10;10;10;10;10;NA;NA;NA;NA;NA;NA;"yes";"no"
"34";4;0;4;14;-0,18;1;23;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;8;10;7;10;7;10;8;10;2;NA;NA;NA;NA;NA;"yes";1;4;-0,18;1;23;23;"Law";2;"Cincinnati, Ohio";"Corporate attorney";10;6;8;8;3;3;10;8;8;6;7;3;10;6;8;6;1;7;7;7;9;9;9;8;10;NA;NA;NA;NA;NA;NA;"yes";"yes"
"35";4;0;6;15;0,21;0;24;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;6;9;8;9;8;9;7;7;2;NA;NA;NA;NA;NA;"no";1;6;0,21;0;23;24;"Law";3;"Miami";"Lawyer";9;7;9;7;4;3;6;7;9;8;6;9;9;6;7;2;1;8;8;9;8;8;9;9;7;NA;NA;NA;NA;NA;NA;"yes";"no"
"36";4;0;5;16;0,37;1;25;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;5;10;8;4;8;2;4;3;2;NA;NA;NA;NA;NA;"no";1;5;0,37;1;23;25;"Business";2;"Milan - Italy";"research/financial industry";7;2;6;7;7;7;5;5;5;8;3;7;8;7;8;6;1;6;6;7;7;8;7;6;6;3;NA;NA;NA;NA;NA;"yes";"no"
"37";4;0;10;17;0,35;1;30;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;7;10;10;7;10;5;5;1;2;NA;NA;NA;NA;NA;"no";1;10;0,35;1;23;30;"political science";2;"Georgia, USA";"academics or journalism";8;2;9;7;7;5;4;2;6;4;2;7;9;7;7;2;2;7;6;3;5;6;5;6;4;1;NA;NA;NA;NA;NA;"yes";"no"
"38";4;0;1;18;0,15;1;27;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;5;9;9;5;9;7;6;6;2;NA;NA;NA;NA;NA;"no";1;1;0,15;1;23;27;"Business";2;"New York";"Financial Services";5;5;5;9;4;3;4;4;2;6;9;3;9;3;6;2;1;6;7;8;6;6;5;7;7;2;NA;NA;NA;NA;NA;"no";"no"
"39";4;0;7;19;-0,47;1;28;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;9;8;10;10;7;8;8;8;2;NA;NA;NA;NA;NA;"yes";1;7;-0,47;1;23;28;"money";2;"california";"ceo";10;10;10;10;5;5;6;7;9;8;1;1;7;7;7;7;10;7;7;7;10;9;10;8;8;NA;NA;NA;NA;NA;NA;"yes";"yes"
"40";4;0;8;20;-0,19;1;24;23;"Law";2;"Texas";"lawyer/policy work";1;1;6;7;6;7;7;5;7;7;7;9;7;8;7;1;8;8;9;10;10;8;8;10;8;2;NA;NA;NA;NA;NA;"yes";1;8;-0,19;1;23;24;"Finance";2;"Washington DC";"CEO";10;10;10;10;9;9;4;10;10;8;3;8;8;6;6;5;10;7;8;8;7;8;7;7;7;1;NA;NA;NA;NA;NA;"no";"no"
"41";5;0;1;11;-0,43;1;27;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;5;8;8;2;2;2;7;5;NA;NA;NA;NA;NA;NA;"no";1;1;-0,43;1;21;27;"Finance";2;"Argentina";"Academia, Research, Banking, Life";8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;6;8;8;8;7;6;6;5;0;NA;NA;NA;NA;NA;"no";"no"
"42";5;0;10;12;0;1;22;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;8;6;6;5;5;5;6;4;NA;NA;NA;NA;NA;NA;"no";1;10;0;1;21;22;"Law";2;"England";"Corporate Lawyer";9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;6;7;10;7;6;5;7;4;3;NA;NA;NA;NA;NA;"no";"no"
"43";5;0;7;13;-0,17;0;22;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;4;6;8;8;6;5;6;5;NA;NA;NA;NA;NA;NA;"no";1;7;-0,17;0;21;22;"Law";4;"Southern California";"Lawyer";7;8;2;9;5;6;4;7;7;6;8;10;8;9;9;8;1;10;10;10;10;10;10;10;10;NA;NA;NA;NA;NA;NA;"yes";"no"
"44";5;0;2;14;0,08;1;23;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;8;5;5;7;7;9;8;2;NA;NA;NA;NA;NA;NA;"yes";1;2;0,08;1;21;23;"Law";2;"Cincinnati, Ohio";"Corporate attorney";10;6;8;8;3;3;10;8;8;6;7;3;10;6;8;6;1;6;8;6;8;10;10;7;7;NA;NA;NA;NA;NA;NA;"yes";"yes"
"45";5;0;4;15;-0,16;0;24;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;6;7;7;5;4;8;7;4;NA;NA;NA;NA;NA;NA;"no";1;4;-0,16;0;21;24;"Law";3;"Miami";"Lawyer";9;7;9;7;4;3;6;7;9;8;6;9;9;6;7;2;1;5;9;9;7;9;5;5;7;NA;NA;NA;NA;NA;NA;"no";"no"
"46";5;0;3;16;0,06;1;25;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;5;6;7;5;7;8;7;3;NA;NA;NA;NA;NA;NA;"yes";1;3;0,06;1;21;25;"Business";2;"Milan - Italy";"research/financial industry";7;2;6;7;7;7;5;5;5;8;3;7;8;7;8;6;1;5;8;7;7;7;7;6;7;3;NA;NA;NA;NA;NA;"no";"no"
"47";5;0;8;17;-0,05;1;30;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;6;6;8;5;5;6;6;3;NA;NA;NA;NA;NA;NA;"yes";1;8;-0,05;1;21;30;"political science";2;"Georgia, USA";"academics or journalism";8;2;9;7;7;5;4;2;6;4;2;7;9;7;7;2;2;2;3;4;4;5;3;3;3;1;NA;NA;NA;NA;NA;"no";"no"
"48";5;0;9;18;0,07;1;27;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;5;5;7;6;7;5;6;4;NA;NA;NA;NA;NA;NA;"yes";1;9;0,07;1;21;27;"Business";2;"New York";"Financial Services";5;5;5;9;4;3;4;4;2;6;9;3;9;3;6;2;1;5;5;6;5;5;5;6;5;2;NA;NA;NA;NA;NA;"no";"no"
"49";5;0;5;19;-0,13;1;28;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;7;5;7;8;7;9;9;4;NA;NA;NA;NA;NA;NA;"yes";1;5;-0,13;1;21;28;"money";2;"california";"ceo";10;10;10;10;5;5;6;7;9;8;1;1;7;7;7;7;10;5;9;9;9;9;6;7;7;NA;NA;NA;NA;NA;NA;"yes";"yes"
"50";5;0;6;20;-0,06;1;24;21;"Law";2;"Bowdoin College";"lawyer";7;4;7;7;6;8;6;6;8;6;8;6;6;3;7;8;3;9;6;7;9;6;5;10;3;NA;NA;NA;NA;NA;NA;"yes";1;6;-0,06;1;21;24;"Finance";2;"Washington DC";"CEO";10;10;10;10;9;9;4;10;10;8;3;8;8;6;6;5;10;3;10;7;7;10;5;4;10;1;NA;NA;NA;NA;NA;"no";"no"
"51";6;0;5;11;0,33;0;27;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;6;9;7;6;7;6;6;6;4;NA;NA;NA;NA;NA;"yes";1;5;0,33;0;23;27;"Finance";2;"Argentina";"Academia, Research, Banking, Life";8;7;2;6;7;5;5;5;4;9;2;4;8;7;8;5;1;7;9;8;9;8;4;7;4;0;NA;NA;NA;NA;NA;"no";"no"
"52";6;0;4;12;0,37;0;22;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;6;9;9;6;8;2;7;6;4;NA;NA;NA;NA;NA;"yes";1;4;0,37;0;23;22;"Law";2;"England";"Corporate Lawyer";9;7;9;8;7;6;3;3;5;6;6;4;7;7;9;5;5;6;8;10;6;7;6;7;4;3;NA;NA;NA;NA;NA;"no";"no"
"53";6;0;1;13;-0,51;1;22;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;4;7;9;4;3;2;6;2;4;NA;NA;NA;NA;NA;"no";1;1;-0,51;1;23;22;"Law";4;"Southern California";"Lawyer";7;8;2;9;5;6;4;7;7;6;8;10;8;9;9;8;1;10;10;10;10;10;10;10;10;NA;NA;NA;NA;NA;NA;"yes";"no"
"54";6;0;6;14;0,12;0;23;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;8;6;7;8;2;8;9;4;4;NA;NA;NA;NA;NA;"yes";1;6;0,12;0;23;23;"Law";2;"Cincinnati, Ohio";"Corporate attorney";10;6;8;8;3;3;10;8;8;6;7;3;10;6;8;6;1;6;8;8;7;9;8;7;7;NA;NA;NA;NA;NA;NA;"yes";"yes"
"55";6;0;8;15;0,35;0;24;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;5;4;8;8;4;2;4;3;4;NA;NA;NA;NA;NA;"no";1;8;0,35;0;23;24;"Law";3;"Miami";"Lawyer";9;7;9;7;4;3;6;7;9;8;6;9;9;6;7;2;1;9;7;9;7;9;6;9;2;NA;NA;NA;NA;NA;NA;"yes";"no"
"56";6;0;7;16;0,19;0;25;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;3;7;6;1;1;1;2;2;4;NA;NA;NA;NA;NA;"no";1;7;0,19;0;23;25;"Business";2;"Milan - Italy";"research/financial industry";7;2;6;7;7;7;5;5;5;8;3;7;8;7;8;6;1;6;6;8;8;8;7;6;6;3;NA;NA;NA;NA;NA;"yes";"no"
"57";6;0;2;17;0,47;0;30;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;8;8;8;8;3;4;8;7;4;NA;NA;NA;NA;NA;"yes";1;2;0,47;0;23;30;"political science";2;"Georgia, USA";"academics or journalism";8;2;9;7;7;5;4;2;6;4;2;7;9;7;7;2;2;5;6;8;4;5;4;3;3;1;NA;NA;NA;NA;NA;"no";"no"
"58";6;0;3;18;0,03;0;27;23;"law";4;"MD";"lawyer";10;8;9;7;8;7;9;2;6;9;2;5;6;6;4;1;1;4;8;9;2;8;3;5;5;4;NA;NA;NA;NA;NA;"no";1;3;0,03;0;23;27;"Business";2;"New York";"Financial Services";5;5;5;9;4;3;4;4;2;6;9;3;9;3;6;2;1;6;7;8;7;8;5;7;6;2;NA;NA;NA;NA;NA;"no";"no"
